,customer_id,Name,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
10586,fffe43004900440034003200360033003200,Stefany Backus,29.0,F,3830XPT,unknown,No Membership,20171231,No,,Gift Vouchers/Coupons,unknown,MobileData,19:41:53,-4.0,337.88,43497.53,Error,686.23,Yes,Yes,Yes,Unsolved,Poor Website,5.0
10587,fffe43004900440032003400370031003300,Gilda Frink,48.0,F,WS6CD22,unknown,Silver Membership,20150804,unknown,CID10072,Credit/Debit Card Offers,Smartphone,WiFi,19:30:11,13.0,130.71,8208.07,60,730.41,No,Yes,No,Not Applicable,Poor Product Quality,3.0
10588,fffe43004900440032003800360039003600,Sallie Strayer,63.0,F,4XFJEUG,City,Basic Membership,20150412,Yes,CID63642,Gift Vouchers/Coupons,Smartphone,FiberOptic,23:38:58,26.0,109.52,21969.19,110,607.57,No,Yes,No,Not Applicable,Poor Website,5.0
10589,fffe43004900440032003800350032003300,Shakira Devlin,19.0,M,IVKD837,City,No Membership,20150205,Yes,CID60625,Credit/Debit Card Offers,Both,MobileData,04:50:48,11.0,801.1099999999999,2073.78,200,393.91499999999985,Yes,No,No,Not Applicable,Poor Product Quality,4.0
10590,fffe4300490044003100360038003800,Aleta Thakkar,46.0,F,TWBQY5K,City,No Membership,20150525,No,,Gift Vouchers/Coupons,Smartphone,MobileData,11:35:28,-4.0,97.58,12527.48,170,578.1,No,Yes,Yes,Unsolved,Poor Customer Service,5.0
10591,fffe43004900440036003000310031003600,Caroline Coffelt,15.0,F,4VEIUS1,Town,Platinum Membership,20170426,Yes,CID47425,Gift Vouchers/Coupons,Desktop,FiberOptic,09:33:03,-4.0,683.64,12374.28,Error,751.98,Yes,Yes,Yes,Solved,Poor Product Quality,3.0
10592,fffe43004900440034003700320035003600,Prudence Mosley,63.0,F,OP57WII,Village,Premium Membership,20150516,No,,Gift Vouchers/Coupons,Desktop,WiFi,00:58:19,15.0,173.25,12910.95,280,735.85,Yes,No,Yes,No Information Available,Poor Website,3.0
10593,fffe4300490044003500330039003500,Jeanine Kanagy,19.0,M,NGRF4N4,Town,No Membership,20161219,Yes,CID31565,Without Offers,Smartphone,MobileData,08:17:19,1.0,801.1099999999999,45881.11,240,708.44,Yes,No,No,Not Applicable,Poor Website,4.0
10594,fffe43004900440034003900330038003800,Francis Kennemer,15.0,M,P2NHY5T,City,Basic Membership,20160928,No,,Gift Vouchers/Coupons,unknown,MobileData,22:05:29,10.0,211.96,26014.93,50,640.73,Yes,Yes,Yes,Solved in Followup,Poor Product Quality,5.0
10595,fffe4300490044003100370032003100,Lacey Lizaola,52.0,M,LKAEUNE,City,Silver Membership,20150728,No,,Without Offers,unknown,MobileData,10:34:09,12.0,360.19,2187.31,250,721.67,Yes,Yes,Yes,Solved,Poor Customer Service,3.0
10596,fffe43004900440034003700370031003400,Leslie Julian,62.0,M,ARBCERZ,City,Platinum Membership,20170602,unknown,CID5904,Gift Vouchers/Coupons,Both,WiFi,11:07:31,14.0,375.18,3568.77,70,743.79,No,Yes,Yes,No Information Available,No reason specified,3.0
10597,fffe4300490044003300390034003000,Hilary Mcgranahan,54.0,M,F8ED8YV,City,Silver Membership,20150426,unknown,CID8616,Without Offers,Smartphone,WiFi,02:55:43,6.0,227.2,6267.53,90,743.25,Yes,Yes,Yes,Unsolved,Poor Customer Service,3.0
10598,fffe43004900440033003700370030003500,Lizette Talley,57.0,M,87QK2SK,Village,No Membership,20161018,Yes,CID60335,Credit/Debit Card Offers,Smartphone,MobileData,16:17:50,-4.0,184.91,28872.49,260,409.8702456568397,No,Yes,No,Not Applicable,No reason specified,4.0
10599,fffe4300490044003500300036003800,Julius Sackett,17.0,M,TZNJESN,Town,Gold Membership,20171031,Yes,,Gift Vouchers/Coupons,Smartphone,WiFi,04:27:03,7.0,662.56,19415.22,260,778.9,Yes,No,No,Not Applicable,Too many ads,3.0
10600,fffe43004900440031003000370037003800,Whitley Defore,42.0,M,Q3SVWOD,unknown,Premium Membership,20170724,Yes,CID7566,Credit/Debit Card Offers,Smartphone,MobileData,07:12:33,13.0,59.54,45193.99,40,722.68,Yes,No,Yes,Solved,Quality Customer Care,2.0
10601,fffe43004900440032003900390031003700,Gina Depaolo,46.0,F,WSV2RAB,City,Platinum Membership,20160114,Yes,CID61669,Without Offers,Smartphone,FiberOptic,12:14:39,17.0,45.0,8161.3,170,731.32,No,Yes,No,Not Applicable,Too many ads,3.0
10602,fffe43004900440032003500300035003100,Shaina Loos,25.0,F,VD7VBZY,Town,No Membership,20170202,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,10:43:19,9.0,60.32,16892.0,60,697.82,Yes,No,Yes,No Information Available,Poor Product Quality,4.0
10603,fffe43004900440035003800330035003600,Magdalena Shears,30.0,F,OTOD742,Town,Basic Membership,20170617,Yes,CID39551,Gift Vouchers/Coupons,Smartphone,MobileData,00:29:19,21.0,168.35,3432.73,100,393.91499999999985,Yes,No,Yes,No Information Available,Poor Website,5.0
10604,fffe43004900440032003900360031003600,Traci Mccaster,29.0,F,2M5X1L8,Town,Gold Membership,20161003,Yes,CID58776,Credit/Debit Card Offers,Both,MobileData,18:56:48,18.0,270.93,47050.54,160,647.5,No,Yes,Yes,Solved in Followup,Poor Customer Service,4.0
10605,fffe4300490044003700310038003100,Kendrick Jorgenson,33.0,M,VQTPMY4,unknown,Basic Membership,20170210,Yes,CID23299,Credit/Debit Card Offers,Smartphone,MobileData,13:03:25,4.0,732.7,3029.79,180,687.4398592783969,Yes,No,No,Not Applicable,Poor Product Quality,5.0
10606,fffe43004900440036003200310033003400,Migdalia Gagnier,23.0,M,NZSEE5R,City,Basic Membership,20150911,No,,Credit/Debit Card Offers,Both,FiberOptic,07:38:52,17.0,212.73,13309.44,Error,535.87,Yes,No,No,Not Applicable,No reason specified,5.0
10607,fffe43004900440033003200300032003100,Bulah Seabrooks,43.0,M,B6MQWHJ,Town,Silver Membership,20170323,No,,Without Offers,Desktop,FiberOptic,04:46:47,16.0,250.93,30433.3,220,778.01,Yes,No,No,Not Applicable,Poor Customer Service,3.0
10608,fffe43004900440031003800340033003000,Flavia Millener,45.0,M,TYFYTU6,City,Platinum Membership,20160214,No,,Credit/Debit Card Offers,Desktop,FiberOptic,19:47:03,4.0,117.81,72545.03,130,687.4398592783969,Yes,No,Yes,Unsolved,User Friendly Website,2.0
10609,fffe43004900440032003100380039003800,Genie Strobel,39.0,M,7GF7QAM,Town,Gold Membership,20160905,unknown,CID5468,Gift Vouchers/Coupons,Desktop,MobileData,22:42:18,13.0,34.1,20940.04,180,717.75,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
10610,fffe43004900440031003300380038003900,Selena Miskell,37.0,M,YOQ2QG8,City,Platinum Membership,20160104,Yes,CID26648,Credit/Debit Card Offers,Desktop,WiFi,02:55:20,9.0,297.5,56736.61,Error,810.59,Yes,Yes,No,Not Applicable,Quality Customer Care,1.0
10611,fffe43004900440031003300360039003800,Gilda Sturdivant,61.0,M,DRY287A,City,Basic Membership,20150506,Yes,CID45793,Credit/Debit Card Offers,Smartphone,MobileData,16:56:16,12.0,43.09,14306.64,180,986.0550000000002,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
10612,fffe43004900440032003100330037003800,Barbie Harbin,58.0,F,7PXYG3R,unknown,Basic Membership,20170720,No,,Without Offers,Both,WiFi,11:46:34,20.0,231.54,22721.76,Error,687.4398592783969,Yes,Yes,No,Not Applicable,No reason specified,5.0
10613,fffe43004900440035003000320033003600,Bethany Mistretta,48.0,F,SM9IV58,unknown,No Membership,20171024,unknown,CID57986,Without Offers,Desktop,FiberOptic,17:53:31,11.0,154.73,30083.37,70,585.95,Yes,No,Yes,Solved in Followup,Too many ads,5.0
10614,fffe43004900440032003900310030003000,Nena Sharlow,14.0,M,J70SUTL,Town,No Membership,20170223,No,,unknown,Desktop,MobileData,01:03:29,11.0,801.1099999999999,30306.12,50,986.0550000000002,No,Yes,No,Not Applicable,Poor Website,4.0
10615,fffe43004900440033003500390038003800,Maryanna Duhart,57.0,M,34K6F60,City,No Membership,20170930,No,,Without Offers,unknown,FiberOptic,09:48:24,14.0,60.63,23780.76,130,620.02,Yes,No,Yes,No Information Available,No reason specified,5.0
10616,fffe43004900440035003400380033003700,Lesli Kenley,40.0,F,AUW8Z6N,City,Basic Membership,20151226,Yes,CID25396,Credit/Debit Card Offers,Desktop,WiFi,23:39:42,6.0,34.21,7474.67,270,687.4398592783969,Yes,No,Yes,No Information Available,Poor Website,5.0
10617,fffe43004900440034003800350037003200,Odessa Vidrio,45.0,F,0N9F15A,unknown,No Membership,20151217,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,13:15:48,17.0,73.04,11691.66,Error,699.51,No,Yes,No,Not Applicable,Poor Customer Service,5.0
10618,fffe43004900440033003000360037003500,Genoveva Jennison,21.0,F,VID9CEE,Town,Silver Membership,20160309,Yes,CID16548,Without Offers,Smartphone,WiFi,20:11:49,9.0,121.15,44318.35,120,393.91499999999985,No,Yes,No,Not Applicable,Poor Product Quality,4.0
10619,fffe43004900440036003000390037003000,Leeanne Aumick,26.0,F,YQHMP1A,unknown,No Membership,20150808,No,,Without Offers,Smartphone,MobileData,13:53:05,16.0,130.21,32769.53,50,687.02,Yes,No,Yes,Solved,Too many ads,4.0
10620,fffe43004900440032003300340039003000,Luciano Abe,64.0,F,MQL4A2T,Town,Basic Membership,20151204,Yes,CID57658,Gift Vouchers/Coupons,Smartphone,FiberOptic,06:22:11,18.0,115.6,49390.82,70,669.48,No,Yes,No,Not Applicable,Too many ads,5.0
10621,fffe43004900440032003500320033003200,Kendrick Fortney,36.0,M,QFZR7QF,Town,Gold Membership,20161018,unknown,CID48405,Without Offers,Both,FiberOptic,03:50:49,3.0,801.1099999999999,26905.49,220,700.93,Yes,No,Yes,No Information Available,Poor Customer Service,4.0
10622,fffe4300490044003300320038003800,Bret Kanagy,44.0,F,NZB3FCP,Village,Basic Membership,20170521,unknown,CID23386,Without Offers,Desktop,WiFi,02:34:06,9.0,211.44,45827.33,220,556.37,No,Yes,No,Not Applicable,Poor Customer Service,5.0
10623,fffe43004900440031003600320036003200,Hal Lufkin,25.0,F,WOPJ1AA,Town,No Membership,20170822,unknown,CID44945,Gift Vouchers/Coupons,Smartphone,FiberOptic,08:19:46,5.0,801.1099999999999,37215.85,120,693.48,No,Yes,Yes,No Information Available,No reason specified,4.0
10624,fffe43004900440036003300320034003500,Rosio Tindel,14.0,M,7SAIVMY,Town,Silver Membership,20171017,No,,Credit/Debit Card Offers,Desktop,MobileData,05:55:54,7.0,32.75,45618.14,260,393.91499999999985,No,Yes,Yes,Solved,Poor Website,4.0
10625,fffe43004900440031003700380030003100,Joaquin Conard,51.0,M,E0M4Z3V,Town,No Membership,20170129,No,,Credit/Debit Card Offers,Both,FiberOptic,14:41:14,9.0,298.91,13834.05,60,687.4398592783969,No,Yes,Yes,Solved,Poor Website,5.0
10626,fffe43004900440035003400360030003900,Edna Lewandowski,15.0,F,L1Q080C,unknown,Premium Membership,20170923,Yes,CID60493,Credit/Debit Card Offers,Desktop,WiFi,20:59:00,8.0,85.02,28529.44,190,775.38,No,Yes,No,Not Applicable,Too many ads,3.0
10627,fffe43004900440034003200320031003400,Kristeen Stephens,41.0,F,03Q65Y9,Town,Gold Membership,20150107,No,,Without Offers,Smartphone,MobileData,00:46:53,22.0,31.52,7612.77,210,624.72,No,Yes,No,Not Applicable,No reason specified,4.0
10628,fffe43004900440031003700380036003900,Carmon Curry,63.0,F,0720XKA,City,Platinum Membership,20170926,unknown,CID21368,Gift Vouchers/Coupons,Smartphone,MobileData,00:02:26,7.0,30.12,21239.56,Error,784.27,Yes,No,Yes,Unsolved,Poor Product Quality,3.0
10629,fffe43004900440034003600310037003100,Maricela Roger,39.0,F,3RUU988,Town,Gold Membership,20160106,No,,Without Offers,Smartphone,FiberOptic,19:58:09,7.0,467.12,32955.74,160,764.17,No,Yes,No,Not Applicable,User Friendly Website,1.0
10630,fffe43004900440031003800330032003800,Kendrick Plotner,44.0,M,VUGVCCR,Town,Platinum Membership,20150726,No,,Without Offers,Desktop,WiFi,15:38:05,20.0,32.08,18078.36,150,986.0550000000002,Yes,No,No,Not Applicable,Poor Customer Service,3.0
10631,fffe43004900440032003500350034003600,Ok Nell,22.0,F,GGBCO8P,City,No Membership,20150620,Yes,CID39388,Without Offers,Smartphone,FiberOptic,17:42:50,22.0,280.16,41051.11,160,561.81,Yes,No,Yes,Unsolved,Poor Website,5.0
10632,fffe43004900440031003100360031003000,Bernadine Sisler,46.0,M,Z6U4CVC,unknown,Basic Membership,20161014,No,,Without Offers,Desktop,MobileData,19:58:46,17.0,192.91,2574.52,110,393.91499999999985,Yes,No,No,Not Applicable,Poor Customer Service,4.0
10633,fffe4300490044003700320035003100,Grady Huggett,53.0,M,8RAV8DA,Village,Premium Membership,20160404,No,,Credit/Debit Card Offers,Smartphone,MobileData,21:06:45,1.0,31.55,60670.84,10,777.34,No,Yes,No,Not Applicable,Products always in Stock,2.0
10634,fffe4300490044003900300033003100,Elva Dewar,50.0,F,OVBZN8B,unknown,Gold Membership,20170911,No,,Without Offers,Desktop,MobileData,17:40:05,17.0,132.18,22415.83,280,670.26,Yes,No,No,Not Applicable,Poor Product Quality,4.0
10635,fffe4300490044003600300031003300,Adolfo Bow,53.0,M,W17G956,City,Silver Membership,20170716,No,,Without Offers,Smartphone,FiberOptic,23:26:17,5.0,79.08,69520.83,100,792.27,No,Yes,No,Not Applicable,Quality Customer Care,2.0
10636,fffe43004900440031003900320033003700,Vannesa Eisele,48.0,F,MK6RE3B,City,No Membership,20160818,No,,Credit/Debit Card Offers,Smartphone,MobileData,13:14:21,9.0,81.11,32825.4,Error,646.11,Yes,No,No,Not Applicable,Poor Website,4.0
10637,fffe43004900440033003300370032003600,Gerry Ranney,57.0,M,BTU1K2K,City,Premium Membership,20150811,unknown,CID60330,Credit/Debit Card Offers,Desktop,MobileData,00:15:30,4.0,449.22,44245.52,110,783.66,Yes,Yes,No,Not Applicable,Poor Product Quality,3.0
10638,fffe43004900440034003700350033003200,Kena Cheeks,33.0,M,4HQHJ5A,unknown,Gold Membership,20160708,No,,Without Offers,Desktop,FiberOptic,00:17:43,15.0,229.72,56390.11,17839453245968347,767.21,No,Yes,Yes,No Information Available,Products always in Stock,2.0
10639,fffe43004900440031003200380030003900,Gricelda Chace,10.0,F,HHUC8XK,Town,Silver Membership,20150604,Yes,CID55556,Without Offers,Desktop,WiFi,23:04:19,22.0,149.97,29546.28,260,712.5,Yes,No,Yes,Solved in Followup,Poor Website,3.0
10640,fffe43004900440032003100380035003100,Lien Patrick,39.0,F,TUE08W1,Village,Silver Membership,20150911,No,,Credit/Debit Card Offers,Desktop,MobileData,13:28:54,22.0,164.91,39939.74,290,710.61,No,Yes,Yes,Solved in Followup,No reason specified,4.0
10641,fffe43004900440035003700390032003700,Angelyn Streight,28.0,M,ROAOFY7,Town,No Membership,20150913,Yes,CID63458,Without Offers,Desktop,FiberOptic,21:58:17,18.0,111.21,11623.12,270,574.46,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
10643,fffe43004900440035003000380036003000,Beatriz Wark,61.0,F,YH0EZRM,Town,Silver Membership,20160417,unknown,CID31200,Credit/Debit Card Offers,unknown,MobileData,02:26:36,20.0,167.14,43109.29,90,766.66,No,Yes,No,Not Applicable,Too many ads,3.0
10644,fffe43004900440034003300330030003800,Hellen Donato,18.0,M,K4ATC0U,Town,Premium Membership,20170430,No,,Gift Vouchers/Coupons,Desktop,MobileData,10:40:12,14.0,130.26,35285.73,120,809.19,No,Yes,No,Not Applicable,User Friendly Website,1.0
10645,fffe43004900440035003600360039003700,Narcisa Bettcher,40.0,F,41VPCD2,Town,Silver Membership,20150711,Yes,CID31823,Credit/Debit Card Offers,Smartphone,FiberOptic,05:14:49,-4.0,92.35,9418.14,160,739.13,No,Yes,Yes,No Information Available,No reason specified,3.0
10646,fffe43004900440033003800350035003900,Gerry Oddo,23.0,M,E8FO05K,City,No Membership,20150411,Yes,CID55556,Without Offers,Desktop,FiberOptic,06:48:02,7.0,721.88,15788.89,60,665.81,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0
10647,fffe43004900440035003900350035003600,Ted Krieger,11.0,F,QKFE1ZK,Village,Gold Membership,20160222,No,,Without Offers,Smartphone,WiFi,22:00:40,-4.0,351.38,40391.03,Error,772.16,No,Yes,No,Not Applicable,Products always in Stock,1.0
10648,fffe4300490044003500360031003500,Ozella Richard,38.0,F,9D8OULS,City,No Membership,20170402,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,02:48:42,6.0,32.74,44063.91,60,659.68,No,Yes,Yes,Solved,Poor Customer Service,5.0
10650,fffe43004900440031003400370035003500,Ferne Kaspar,27.0,M,7DIGNQL,Village,Silver Membership,20170511,No,,Without Offers,Smartphone,FiberOptic,03:18:05,17.0,33.11,45947.78,1676052244590784,747.11,No,Yes,Yes,No Information Available,No reason specified,3.0
10651,fffe43004900440034003100330030003700,Granville Seawood,36.0,F,BJIWX6Z,Town,No Membership,20150922,No,,Credit/Debit Card Offers,Smartphone,FiberOptic,14:54:36,-4.0,149.27,22063.98,Error,550.66,No,Yes,No,Not Applicable,Too many ads,5.0
10652,fffe43004900440034003900310039003900,Azzie Rio,61.0,M,FE4AXSJ,Village,Premium Membership,20170929,Yes,CID20232,Without Offers,Smartphone,WiFi,21:39:03,3.0,293.87,28163.12,90,393.91499999999985,Yes,No,Yes,Solved,Too many ads,3.0
10653,fffe43004900440032003000310038003500,Milagros Lone,23.0,F,YRZC8IL,City,Gold Membership,20171005,Yes,CID423,Without Offers,Desktop,WiFi,10:11:50,14.0,161.1,38166.92,160,631.23,Yes,No,No,Not Applicable,Poor Website,4.0
10654,fffe43004900440032003300330036003800,Enola Weir,53.0,M,IMZJABU,Town,Premium Membership,20160912,Yes,,Gift Vouchers/Coupons,Smartphone,MobileData,15:20:26,21.0,74.15,30131.91,90,706.83,No,Yes,No,Not Applicable,Quality Customer Care,2.0
10655,fffe43004900440032003500330036003500,Lesley Bober,61.0,F,JL7XDXF,unknown,Basic Membership,20160520,Yes,CID54009,Gift Vouchers/Coupons,Desktop,WiFi,02:05:07,9.0,558.3,40405.12,250,621.02,No,Yes,No,Not Applicable,Poor Product Quality,5.0
10656,fffe43004900440033003500310032003900,Steve Perone,64.0,M,QL6IJRM,City,Platinum Membership,20150420,Yes,CID41612,Without Offers,Both,MobileData,15:25:01,-4.0,536.94,27241.0,120,710.05,Yes,No,No,Not Applicable,Too many ads,3.0
10657,fffe43004900440033003900340039003400,Jennette Jacobo,42.0,M,SKX0UFU,Town,No Membership,20170115,unknown,CID8727,Gift Vouchers/Coupons,Smartphone,FiberOptic,20:57:39,-4.0,323.79,22477.22,140,393.91499999999985,Yes,No,Yes,Solved,Poor Website,5.0
10658,fffe43004900440033003700380034003300,Flavia Pfannenstiel,61.0,M,Z9JK5B0,Town,Basic Membership,20151005,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,17:50:36,16.0,191.64,43645.31,180,551.26,No,Yes,Yes,Unsolved,Poor Customer Service,5.0
10659,fffe43004900440031003200350031003400,Teri Moone,36.0,M,7NONSDE,Village,Gold Membership,20160212,Yes,CID8533,Without Offers,Desktop,MobileData,14:31:47,12.0,31.21,7332.95,130,785.15,Yes,No,No,Not Applicable,Poor Website,3.0
10660,fffe43004900440033003800370035003800,Mariana Tann,25.0,M,6BXO0XD,City,Gold Membership,20160430,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,23:28:25,24.0,370.95,33470.9,60,687.14,Yes,No,No,Not Applicable,No reason specified,4.0
10661,fffe43004900440033003900320034003000,Nada Cantor,64.0,F,91QAAGW,unknown,Silver Membership,20160427,No,,Without Offers,Smartphone,MobileData,13:53:27,13.0,202.92,31295.34,160,986.0550000000002,No,Yes,Yes,No Information Available,Poor Website,4.0
10662,fffe4300490044003200340036003900,Alyson Drolet,35.0,M,7CZBULM,Town,Platinum Membership,20160710,No,,Without Offers,Desktop,FiberOptic,23:35:55,10.0,50.62,28003.79,180,796.9,No,Yes,No,Not Applicable,Reasonable Price,2.0
10663,fffe43004900440033003200340038003500,Hilde Tann,18.0,F,N4NSJV6,unknown,No Membership,20151031,No,,Gift Vouchers/Coupons,Desktop,MobileData,19:58:44,7.0,801.1099999999999,40415.41,190,716.44,Yes,No,Yes,Solved in Followup,No reason specified,4.0
10664,fffe43004900440032003400350039003200,Dinorah Devlin,19.0,F,I5KX4Z8,City,Silver Membership,20170505,No,,Without Offers,Desktop,WiFi,03:45:22,24.0,193.58,35090.61,1077110260692335,687.4398592783969,Yes,No,Yes,Unsolved,Too many ads,3.0
10665,fffe4300490044003300320036003600,Damaris Abbott,17.0,M,IUH4A3V,Town,Premium Membership,20150107,unknown,CID16200,Gift Vouchers/Coupons,unknown,WiFi,17:36:18,15.0,88.97,25053.13,150,782.53,No,Yes,No,Not Applicable,Poor Product Quality,3.0
10666,fffe43004900440035003600320039003900,Mellissa Chitty,58.0,F,2QFM1TT,Town,No Membership,20160430,No,,Without Offers,Both,WiFi,17:19:02,10.0,452.12,15825.83,70,647.31,No,Yes,Yes,Solved in Followup,Poor Product Quality,5.0
10667,fffe43004900440034003500380037003400,Nolan Styers,15.0,F,R5U8TZ4,Town,No Membership,20160714,Yes,CID34168,Credit/Debit Card Offers,Smartphone,WiFi,00:46:16,-4.0,90.28,11573.44,120,527.4,No,Yes,No,Not Applicable,Poor Customer Service,5.0
10668,fffe43004900440035003000340038003600,Adolfo Hollifield,10.0,M,4JEJQIO,Town,Gold Membership,20160605,Yes,CID36668,Gift Vouchers/Coupons,Desktop,WiFi,22:21:54,13.0,170.74,34922.36,80,609.97,Yes,No,Yes,No Information Available,Poor Customer Service,4.0
10669,fffe43004900440033003200340034003700,Lawerence Thetford,31.0,F,8R062JX,Village,Platinum Membership,20160320,No,,Without Offers,unknown,WiFi,22:00:14,13.0,88.57,56597.58,130,815.96,Yes,No,Yes,Unsolved,Products always in Stock,1.0
10670,fffe43004900440035003900320031003300,Desire Leitner,53.0,M,83NG5DB,City,No Membership,20160101,No,,Without Offers,unknown,MobileData,14:24:19,13.0,340.01,49711.97,160,556.3,No,Yes,No,Not Applicable,Poor Product Quality,5.0
10671,fffe43004900440035003500310032003900,Karlyn Gosier,60.0,F,W6SCDEW,Town,Basic Membership,20160403,Yes,CID6568,Credit/Debit Card Offers,Desktop,MobileData,18:59:07,16.0,33.83,16863.84,80,393.91499999999985,Yes,No,Yes,Solved in Followup,Too many ads,4.0
10672,fffe43004900440034003900320034003700,Trinidad Dagenhart,21.0,F,PIKO8DS,Town,Gold Membership,20170914,Yes,,Credit/Debit Card Offers,Smartphone,FiberOptic,19:39:07,20.0,77.88,16122.8,90,707.54,Yes,No,No,Not Applicable,Too many ads,3.0
10673,fffe43004900440031003600340034003900,Delcie Frink,57.0,M,R8IYO5D,Town,Basic Membership,20160817,unknown,CID19658,Gift Vouchers/Coupons,Desktop,MobileData,09:00:33,25.0,92.44,34011.55,50,986.0550000000002,Yes,No,Yes,No Information Available,Poor Product Quality,4.0
10674,fffe43004900440033003500360035003200,Larae Harriston,20.0,F,4VODN95,City,Silver Membership,20170127,No,,Without Offers,Smartphone,WiFi,12:05:02,9.0,237.63,18803.23,110,616.58,Yes,No,Yes,Solved,Too many ads,4.0
10675,fffe43004900440034003000380035003500,Francie Trudell,16.0,M,4YEJ5YN,City,Silver Membership,20170618,Yes,CID55221,Credit/Debit Card Offers,Smartphone,MobileData,04:17:01,7.0,801.1099999999999,10114.08,Error,667.97,Yes,No,Yes,Solved in Followup,Poor Website,4.0
10676,fffe43004900440035003100350033003800,Mellissa Goodwill,25.0,F,FRC6VPH,Town,Platinum Membership,20161013,Yes,CID27462,Gift Vouchers/Coupons,Desktop,FiberOptic,11:50:34,16.0,115.56,3894.85,Error,687.4398592783969,Yes,No,Yes,No Information Available,Quality Customer Care,2.0
10677,fffe43004900440031003300360033003700,Terrance Kollar,37.0,F,C6BKXTB,City,Premium Membership,20160716,No,,Credit/Debit Card Offers,Smartphone,WiFi,17:27:45,16.0,60.32,24069.86,290,986.0550000000002,No,Yes,Yes,Solved in Followup,Poor Product Quality,3.0
10678,fffe43004900440034003300350034003300,Cedrick Cousin,17.0,M,ZY458HJ,Town,Silver Membership,20161028,No,,Gift Vouchers/Coupons,Desktop,WiFi,06:08:57,14.0,55.72,43814.4,140,687.4398592783969,Yes,No,No,Not Applicable,Poor Product Quality,4.0
10679,fffe43004900440032003300360033003000,Gina Tharpe,45.0,M,665Z7X0,Town,Premium Membership,20170508,unknown,CID10455,Without Offers,Smartphone,MobileData,06:12:20,20.0,69.76,27446.08,200,776.37,Yes,No,Yes,Solved in Followup,Poor Customer Service,3.0
10680,fffe4300490044003300300035003300,Brenton Chmiel,47.0,M,P27NBX8,Town,Basic Membership,20170203,Yes,,Gift Vouchers/Coupons,Desktop,MobileData,20:09:00,5.0,476.78,9996.99,250,515.34,No,Yes,Yes,Unsolved,Poor Website,5.0
10681,fffe43004900440031003700340032003900,Marietta Mortimore,10.0,F,JEV99E6,City,Premium Membership,20170605,No,,Gift Vouchers/Coupons,unknown,MobileData,14:43:49,5.0,290.91,47077.4,70,986.0550000000002,Yes,Yes,No,Not Applicable,Products always in Stock,2.0
10682,fffe43004900440035003800340034003800,Fumiko Villela,19.0,M,U0Y4P5Y,City,No Membership,20170109,Yes,CID53578,Without Offers,unknown,WiFi,01:48:29,14.0,33.7,39660.11,140,681.66,No,Yes,No,Not Applicable,No reason specified,5.0
10683,fffe43004900440035003400350039003500,Antonietta Hoopes,57.0,M,ZA78XZ2,City,Silver Membership,20171223,No,,Credit/Debit Card Offers,Smartphone,FiberOptic,20:39:10,8.0,148.94,3001.77,170,687.4398592783969,Yes,No,No,Not Applicable,Poor Product Quality,3.0
10684,fffe43004900440033003100310036003500,Luciano Bingaman,13.0,M,3C15GKY,Town,Premium Membership,20150902,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,04:31:22,9.0,47.51,62127.31,Error,710.77,No,Yes,No,Not Applicable,Reasonable Price,2.0
10685,fffe43004900440032003600300036003000,Alpha Stronach,20.0,F,K2KQJ5K,Town,Basic Membership,20160523,No,,Gift Vouchers/Coupons,Smartphone,FiberOptic,02:58:42,14.0,31.22,6503.56,220,513.7,No,Yes,Yes,Solved in Followup,Poor Website,5.0
10686,fffe43004900440033003600330034003400,Lizette Slevin,32.0,F,84BMYFD,unknown,Silver Membership,20160609,No,,Gift Vouchers/Coupons,Desktop,WiFi,12:07:04,14.0,33.44,35039.04,210,765.66,Yes,No,No,Not Applicable,No reason specified,3.0
10687,fffe43004900440032003100370031003000,Marylee Hollifield,64.0,M,OHE4KS7,City,Gold Membership,20160530,No,,Gift Vouchers/Coupons,Desktop,FiberOptic,01:33:00,9.0,292.32,56655.02,Error,483.8109217553632,No,Yes,Yes,Solved in Followup,Reasonable Price,2.0
10688,fffe43004900440035003700380037003800,Dian Zerby,52.0,F,IT6EMO6,City,Gold Membership,20150113,Yes,CID33234,Gift Vouchers/Coupons,Both,MobileData,00:10:25,11.0,-197.4342425483942,43404.96,70,618.32,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
10689,fffe43004900440035003500330036003800,Thea Daluz,38.0,M,87U199C,unknown,Platinum Membership,20150119,No,,Gift Vouchers/Coupons,Desktop,MobileData,06:12:13,22.0,51.89,35179.75,240,767.41,Yes,No,No,Not Applicable,No reason specified,3.0
